ElementId,Category,Family,Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Comments,Parameter Snapshot
1515329,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"20' - 5 13/32""","0' - 8""",,,743 SF,495.46 CF,,,Default Wall,,,,"0' - 0""","8' - 0""",,"Area=743 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=20' - 5 13/32"" | Related to Mass=False | Top Offset=8' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=53' - 0"" | Volume=495.46 CF | Width=0' - 8"""
1515333,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"9' - 8 3/4""","0' - 8""",,,372 SF,247.70 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=372 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=9' - 8 3/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=45' - 0"" | Volume=247.70 CF | Width=0' - 8"""
1515334,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"20' - 4""","0' - 8""",,,806 SF,537.56 CF,,,Default Wall,,,,"0' - 0""","8' - 0""",,"Area=806 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=20' - 4"" | Related to Mass=False | Top Offset=8' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=53' - 0"" | Volume=537.56 CF | Width=0' - 8"""
1515338,Doors,Door-Passage-Single-Vision_Lite,"36"" x 84""",L 1,246,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","7' - 0""",63 SF,5.93 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=63 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=246 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5R | Type Mark=22 | Type Name=36"" x 84"" | Volume=5.93 CF | Width=4' - 0"""
1515339,Doors,Door-Passage-Single-Vision_Lite,"36"" x 84""",L 0,247,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","7' - 0""",63 SF,5.93 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=63 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 0 | Mark=247 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5R | Type Mark=22 | Type Name=36"" x 84"" | Volume=5.93 CF | Width=4' - 0"""
1515340,Doors,Door-Passage-Single-Vision_Lite,"36"" x 84""",L -1,248,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","7' - 0""",63 SF,5.93 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=63 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L -1 | Mark=248 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5R | Type Mark=22 | Type Name=36"" x 84"" | Volume=5.93 CF | Width=4' - 0"""
1516005,Walls,,"Generic - 8""",L -1,,,,"20' - 8 23/32""","0' - 8""",,,764 SF,509.28 CF,,,Default Wall,,,,"0' - 0""","8' - 0""",,"Area=764 SF | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" | Length=20' - 8 23/32"" | Related to Mass=False | Top Offset=8' - 0"" | Type=Generic - 8"" | Type Id=Generic - 8"" | Type IfcGUID=1xZrMVYp52mhf4uMzw11Hk | Type Mark=G06 | Type Name=Generic - 8"" | Unconnected Height=53' - 0"" | Volume=509.28 CF | Width=0' - 8"""
1516126,Doors,Door-Passage-Single-Flush,"36"" x 96""",L 0,250,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","8' - 0""",70 SF,6.80 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=70 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 96"" | Frame Material=Metal - Paint Finish - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L 0 | Mark=250 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 96"" | Type Id=36"" x 96"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHB | Type Mark=14 | Type Name=36"" x 96"" | Volume=6.80 CF | Width=4' - 0"""
1516212,Walls,,"Generic - 8""",L -1,,,,"36' - 7 23/32""","0' - 8""",,,456 SF,303.99 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=456 SF | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" | Length=36' - 7 23/32"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" | Type Id=Generic - 8"" | Type IfcGUID=1xZrMVYp52mhf4uMzw11Hk | Type Mark=G06 | Type Name=Generic - 8"" | Unconnected Height=15' - 0"" | Volume=303.99 CF | Width=0' - 8"""
1516246,Walls,,"Generic - 8""",L -1,,,,"14' - 6""","0' - 8""",,,213 SF,141.67 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=213 SF | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" | Length=14' - 6"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" | Type Id=Generic - 8"" | Type IfcGUID=1xZrMVYp52mhf4uMzw11Hk | Type Mark=G06 | Type Name=Generic - 8"" | Unconnected Height=15' - 0"" | Volume=141.67 CF | Width=0' - 8"""
1516683,Walls,,"Generic - 8""",L -1,,,,"9' - 0""","0' - 8""",,,135 SF,90.00 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=135 SF | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" | Length=9' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" | Type Id=Generic - 8"" | Type IfcGUID=1xZrMVYp52mhf4uMzw11Hk | Type Mark=G06 | Type Name=Generic - 8"" | Unconnected Height=15' - 0"" | Volume=90.00 CF | Width=0' - 8"""
1516723,Walls,,"Generic - 8""",L -1,,,,"20' - 4""","0' - 8""",,,305 SF,203.33 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=305 SF | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" | Length=20' - 4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" | Type Id=Generic - 8"" | Type IfcGUID=1xZrMVYp52mhf4uMzw11Hk | Type Mark=G06 | Type Name=Generic - 8"" | Unconnected Height=15' - 0"" | Volume=203.33 CF | Width=0' - 8"""
1516757,Walls,,"Generic - 8""",L -1,,,,"9' - 0""","0' - 8""",,,125 SF,83.33 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=125 SF | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" | Length=9' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" | Type Id=Generic - 8"" | Type IfcGUID=1xZrMVYp52mhf4uMzw11Hk | Type Mark=G06 | Type Name=Generic - 8"" | Unconnected Height=15' - 0"" | Volume=83.33 CF | Width=0' - 8"""
1517584,Doors,Door-Passage-Single-Flush,"36"" x 96""",L 0,256,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","8' - 0""",70 SF,6.80 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=70 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 96"" | Frame Material=Metal - Paint Finish - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L 0 | Mark=256 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 96"" | Type Id=36"" x 96"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHB | Type Mark=14 | Type Name=36"" x 96"" | Volume=6.80 CF | Width=4' - 0"""
1517659,Doors,Door-Passage-Single-Flush,"36"" x 96""",L -1,257,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","8' - 0""",70 SF,6.80 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=70 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 96"" | Frame Material=Metal - Paint Finish - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L -1 | Mark=257 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 96"" | Type Id=36"" x 96"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHB | Type Mark=14 | Type Name=36"" x 96"" | Volume=6.80 CF | Width=4' - 0"""
1517703,Doors,Door-Passage-Single-Flush,"36"" x 96""",L 1,258,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","8' - 0""",70 SF,6.80 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=70 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 96"" | Frame Material=Metal - Paint Finish - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L 1 | Mark=258 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 96"" | Type Id=36"" x 96"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHB | Type Mark=14 | Type Name=36"" x 96"" | Volume=6.80 CF | Width=4' - 0"""
1518323,Furniture,LR1172_Conjunto_Banheiro_Comercial_2,LR1172_Conjunto_Banheiro_Comercial_2,L 0,,D2010,Plumbing Fixtures,,,,,208 SF,8.92 CF,,,Default; Stainless Steel; MARMORE; CROMADO; ESPELHO; Porcelana - Linho; Plastic Black,,,,,,,"Area=208 SF | Assembly Code=D2010 | Assembly Description=Plumbing Fixtures | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=LR1172_Conjunto_Banheiro_Comercial_2 | Level=L 0 | Offset from Host=0' - 0"" | Type=LR1172_Conjunto_Banheiro_Comercial_2 | Type Id=LR1172_Conjunto_Banheiro_Comercial_2 | Type IfcGUID=2GGH4pbBj0xOReWx3U91za | Type Name=LR1172_Conjunto_Banheiro_Comercial_2 | Volume=8.92 CF"
1518324,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 0,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 0 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1518325,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 0,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 0 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1518326,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 0,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 0 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1518327,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 0,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 0 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1518328,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 0,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 0 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1518329,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 0,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 0 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1521823,Walls,,"Generic - 6""",L -1,,,,"11' - 10""","0' - 6""",,,470 SF,234.83 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=470 SF | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 6"" | Length=11' - 10"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 6"" | Type Id=Generic - 6"" | Type IfcGUID=1xZrMVYp52mhf4uMzw11HW | Type Mark=G04 | Type Name=Generic - 6"" | Unconnected Height=42' - 0"" | Volume=234.83 CF | Width=0' - 6"""
1521876,Furniture,LR1172_Conjunto_Banheiro_Comercial_2,LR1172_Conjunto_Banheiro_Comercial_2,L 0,,D2010,Plumbing Fixtures,,,,,208 SF,8.92 CF,,,Default; Stainless Steel; MARMORE; CROMADO; ESPELHO; Porcelana - Linho; Plastic Black,,,,,,,"Area=208 SF | Assembly Code=D2010 | Assembly Description=Plumbing Fixtures | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=LR1172_Conjunto_Banheiro_Comercial_2 | Level=L 0 | Offset from Host=0' - 0"" | Type=LR1172_Conjunto_Banheiro_Comercial_2 | Type Id=LR1172_Conjunto_Banheiro_Comercial_2 | Type IfcGUID=2GGH4pbBj0xOReWx3U91za | Type Name=LR1172_Conjunto_Banheiro_Comercial_2 | Volume=8.92 CF"
1521877,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 0,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 0 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1521878,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 0,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 0 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1521879,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 0,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 0 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1521880,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 0,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 0 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1521881,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 0,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 0 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1521882,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 0,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 0 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1522036,Doors,Door-Passage-Single-Flush,"36"" x 94""",L 0,259,C1020,Interior Doors,,"3' - 6""","0' - 1 3/4""","7' - 10""",64 SF,6.02 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=64 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 94"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 10"" | Height=7' - 10"" | Level=L 0 | Mark=259 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 2"" | Rough Width=3' - 10"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 94"" | Type Id=36"" x 94"" | Type IfcGUID=3txS939Df6TQnAmwoSbdH9 | Type Mark=13 | Type Name=36"" x 94"" | Volume=6.02 CF | Width=3' - 6"""
1522511,Doors,Door-Passage-Single-Flush,"36"" x 94""",L 0,260,C1020,Interior Doors,,"3' - 6""","0' - 1 3/4""","7' - 10""",64 SF,6.02 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=64 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 94"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 10"" | Height=7' - 10"" | Level=L 0 | Mark=260 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 2"" | Rough Width=3' - 10"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 94"" | Type Id=36"" x 94"" | Type IfcGUID=3txS939Df6TQnAmwoSbdH9 | Type Mark=13 | Type Name=36"" x 94"" | Volume=6.02 CF | Width=3' - 6"""
1522923,Doors,Door-Passage-Single-Flush,"36"" x 94""",L -1,261,C1020,Interior Doors,,"3' - 6""","0' - 1 3/4""","7' - 10""",64 SF,6.02 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=64 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 94"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 10"" | Height=7' - 10"" | Level=L -1 | Mark=261 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 2"" | Rough Width=3' - 10"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 94"" | Type Id=36"" x 94"" | Type IfcGUID=3txS939Df6TQnAmwoSbdH9 | Type Mark=13 | Type Name=36"" x 94"" | Volume=6.02 CF | Width=3' - 6"""
1522961,Doors,Door-Passage-Single-Flush,"36"" x 94""",L -1,262,C1020,Interior Doors,,"3' - 6""","0' - 1 3/4""","7' - 10""",64 SF,6.02 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=64 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 94"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 10"" | Height=7' - 10"" | Level=L -1 | Mark=262 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 2"" | Rough Width=3' - 10"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 94"" | Type Id=36"" x 94"" | Type IfcGUID=3txS939Df6TQnAmwoSbdH9 | Type Mark=13 | Type Name=36"" x 94"" | Volume=6.02 CF | Width=3' - 6"""
1523066,Furniture,LR1172_Conjunto_Banheiro_Comercial_2,LR1172_Conjunto_Banheiro_Comercial_2,L -1,,D2010,Plumbing Fixtures,,,,,208 SF,8.92 CF,,,Default; Stainless Steel; MARMORE; CROMADO; ESPELHO; Porcelana - Linho; Plastic Black,,,,,,,"Area=208 SF | Assembly Code=D2010 | Assembly Description=Plumbing Fixtures | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=LR1172_Conjunto_Banheiro_Comercial_2 | Level=L -1 | Offset from Host=0' - 0"" | Type=LR1172_Conjunto_Banheiro_Comercial_2 | Type Id=LR1172_Conjunto_Banheiro_Comercial_2 | Type IfcGUID=2GGH4pbBj0xOReWx3U91za | Type Name=LR1172_Conjunto_Banheiro_Comercial_2 | Volume=8.92 CF"
1523067,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L -1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L -1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
